coords,x,y,likelihood,x,y,likelihood,,,,
0,783.3015747,520.9376831,0.998788297,771.6070557,512.8006592,0.999097705,314,452,317,715
1,783.5860596,521.1257324,0.998459697,771.6070557,512.8006592,0.998852968,,,,
2,783.5860596,521.1707764,0.998282671,771.6070557,512.8006592,0.998890936,,,,
3,783.5860596,521.1707764,0.998651803,771.550293,512.720459,0.998963475,,,,
4,783.4385376,521.1257324,0.997841477,771.2387695,512.6228638,0.998803973,,,,
5,783.4081421,521.1115723,0.998754203,771.1580811,512.5800171,0.998907924,,,,
6,783.3851318,521.1043091,0.998395443,771.1074219,512.5357666,0.99879241,,,,
7,783.3851318,520.9263916,0.998092532,771.0149536,512.4801025,0.998811245,,,,
8,783.4081421,520.8840942,0.998786688,771.0149536,512.414978,0.998902261,,,,
9,783.3099976,520.7947998,0.998476505,770.9460449,512.3192749,0.998834729,,,,
10,783.3099976,520.7449341,0.998843074,770.81073,512.1584473,0.998833776,,,,
11,783.4845581,520.7121582,0.998804212,770.6433716,512.0484619,0.998862505,,,,
12,783.55896,520.7121582,0.998987079,770.81073,511.8849487,0.998749137,,,,
13,783.6558838,520.6834106,0.999017,770.6216431,511.8592529,0.998728514,,,,
14,783.6558838,520.6834106,0.99867785,770.6216431,511.7609558,0.998384893,,,,
15,783.6558838,520.5979004,0.998784184,770.5266113,511.6598511,0.998544574,,,,
16,783.661499,520.583374,0.998761654,770.4884033,511.6300354,0.998416305,,,,
17,783.5675659,520.4647217,0.998969913,770.4623413,511.4708252,0.998543024,,,,
18,783.5390625,520.435791,0.999165177,770.4884033,511.3055725,0.998688459,,,,
19,783.5390625,520.435791,0.999050319,770.4623413,511.3055725,0.998673677,,,,
20,783.5390625,520.435791,0.999055028,770.4544067,511.2891541,0.998616159,,,,
21,783.4753418,520.4411621,0.999265909,770.3034668,510.8590393,0.998757541,,,,
22,783.3845215,520.4411621,0.998971462,770.3238525,510.7460022,0.998563886,,,,
23,783.4753418,520.5194092,0.999087334,770.3238525,510.5142517,0.998850346,,,,
24,783.4753418,520.4411621,0.998961687,770.3881836,510.4240112,0.998780489,,,,
25,783.5830078,520.4411621,0.999088645,770.3462524,510.3339233,0.998753548,,,,
26,783.6075439,520.3114624,0.999341488,770.3881836,510.2458496,0.998861432,,,,
27,783.6115112,520.2910767,0.999072373,770.4042358,510.2316589,0.998613179,,,,
28,783.6121826,520.2280273,0.999195755,770.4042358,510.2316589,0.998680711,,,,
29,783.6115112,520.2280273,0.9989959,770.4042358,510.2316589,0.998622775,,,,
30,783.6075439,520.1517334,0.99917531,770.4042358,510.2316589,0.998838186,,,,
31,783.6121826,520.0097046,0.999155819,770.4307861,510.2304993,0.998576283,,,,
32,783.5733643,520.0097046,0.998983383,770.2529297,510.1853027,0.998253822,,,,
33,783.5733643,520.0097046,0.999274731,770.1478882,510.0036011,0.998789668,,,,
34,783.6213379,520.0580444,0.999215841,770.2529297,510.0036011,0.998872399,,,,
