coords,x,y,likelihood,x,y,likelihood,,,,
0,581.822998,596.0515747,0.999645293,584.8306885,609.2360229,0.992525458,321,449,320,714
1,581.9772339,596.0515747,0.999532104,584.8942261,609.237915,0.991766036,,,,
2,581.9772339,596.1801758,0.999563634,585.0913086,609.237915,0.992393553,,,,
3,582.0551758,596.223877,0.999567389,585.1396484,609.4959717,0.992035031,,,,
4,582.0551758,596.1801758,0.999569416,585.0913086,609.4959717,0.991753995,,,,
5,581.972229,596.140686,0.999604225,585.0913086,609.4855347,0.993905902,,,,
6,581.972229,596.1564331,0.999571204,584.9941406,609.4855347,0.993068397,,,,
7,581.972229,596.1564331,0.999589324,584.9401855,609.4855347,0.993353963,,,,
8,581.8843994,596.1421509,0.9995839,584.9401855,609.1853638,0.992422283,,,,
9,581.8843994,596.1564331,0.999645293,584.9941406,609.1853638,0.993605494,,,,
10,582.0293579,596.2427979,0.999547362,584.9401855,609.1853638,0.991509616,,,,
11,582.0494385,596.4285278,0.999454856,584.9401855,609.3186035,0.990513206,,,,
12,582.0848389,596.4285278,0.999486566,584.9977417,609.3186035,0.992169261,,,,
13,582.0848389,596.4468994,0.999528408,584.9400635,609.3277588,0.992599845,,,,
14,582.083374,596.4285278,0.999480247,584.9400635,609.3277588,0.990456462,,,,
15,582.0494385,596.4050293,0.999561429,584.9977417,609.2971802,0.992565393,,,,
16,582.083374,596.3330078,0.999609113,584.9977417,609.2948608,0.993181646,,,,
17,582.083374,596.2385864,0.999546885,584.9119873,609.2971802,0.990958571,,,,
18,582.0081177,596.2269897,0.999557137,585.1504517,609.2948608,0.992387414,,,,
19,582.0081177,596.2269897,0.999493599,585.1504517,609.2948608,0.990123153,,,,
20,582.0948486,596.2269897,0.999602973,585.2125244,609.2948608,0.993202865,,,,
21,581.9661255,596.1858521,0.999590993,585.2565918,609.2819214,0.992779255,,,,
22,581.9661255,596.1212158,0.9995538,585.2565918,609.2819214,0.992665052,,,,
23,582.0794067,596.0934448,0.999605417,585.2125244,609.2907715,0.993230581,,,,
24,582.1976318,596.0934448,0.999604583,585.1745605,609.2974854,0.992660761,,,,
25,582.2235107,596.0934448,0.99961561,585.1745605,609.2974854,0.993348479,,,,
26,582.2235107,596.0840454,0.999569595,585.1745605,609.3790894,0.993194461,,,,
27,582.2235107,596.1514893,0.999616265,585.118103,609.3880615,0.993142843,,,,
28,582.2284546,596.1700439,0.999566197,585.1046753,609.4016724,0.993029118,,,,
29,582.2284546,596.2169189,0.999559343,585.2423096,609.6282959,0.991829157,,,,
30,582.2615356,596.5244751,0.999467671,585.0969849,609.6851196,0.99184072,,,,
31,582.2615356,596.5786743,0.999446154,584.9174805,609.6851196,0.991297722,,,,
32,582.2615356,596.5786743,0.999546766,585.0969849,609.6282959,0.992939055,,,,
33,582.1986084,596.5786743,0.999524832,585.0969849,609.5773926,0.991134167,,,,
34,582.1687012,596.3004761,0.999568224,584.7855225,609.4134521,0.992362499,,,,
